Drug_Name,Target_Name,Mol_Desc_1,Mol_Desc_2,Mol_Desc_3,Mol_Desc_4,Mol_Desc_5,Mol_Desc_6,Mol_Desc_7,Mol_Desc_8,Mol_Desc_9,Mol_Desc_10,Mol_Desc_11,Mol_Desc_12,Mol_Desc_13,Mol_Desc_14,Mol_Desc_15,Mol_Desc_16,Mol_Desc_17,Mol_Desc_18,Mol_Desc_19,Mol_Desc_20,Prot_Desc_1,Prot_Desc_2,Prot_Desc_3,Prot_Desc_4,Prot_Desc_5,Prot_Desc_6,Prot_Desc_7,Prot_Desc_8,Prot_Desc_9,Prot_Desc_10,Prot_Desc_11,Prot_Desc_12,Prot_Desc_13,Prot_Desc_14,Prot_Desc_15,Prot_Desc_16,Prot_Desc_17,Prot_Desc_18,Prot_Desc_19,Prot_Desc_20,Binding_Affinity,Interaction_Label
Hydroxychloroquine,HMGCR,0.2567,0.9213,0.6554,0.1894,0.6622,0.862,0.9296,0.5463,0.4709,0.6175,0.9882,0.6681,0.5874,0.2122,0.6418,0.9211,0.134,0.877,0.8576,0.6471,0.7655,0.133,0.2766,0.1483,0.823,0.5181,0.8145,0.3495,0.9534,0.3922,0.3166,0.2443,0.2049,0.9472,0.7271,0.4955,0.0523,0.8629,0.0964,0.609,231.52,1
Levobupivacaine,HMGCR,0.4443,0.6172,0.9269,0.1521,0.8182,0.1422,0.0022,0.3783,0.7991,0.7071,0.2344,0.5418,0.486,0.5931,0.5382,0.7713,0.8631,0.6618,0.4266,0.5756,0.7289,0.8413,0.5728,0.0583,0.548,0.0395,0.9208,0.302,0.3703,0.6866,0.262,0.9886,0.5261,0.8017,0.5207,0.7832,0.6835,0.2671,0.0591,0.202,473.27,1
Atorvastatin,KCNH2,0.6591,0.7215,0.5997,0.6863,0.5116,0.8966,0.9137,0.1288,0.6892,0.185,0.0417,0.9273,0.3693,0.1076,0.9296,0.1258,0.2442,0.8742,0.7922,0.5662,0.5954,0.6488,0.1478,0.0634,0.3195,0.9175,0.3715,0.0801,0.1586,0.3913,0.4624,0.7417,0.3591,0.3123,0.8055,0.5711,0.5002,0.2665,0.623,0.7042,485.86,1
Levobupivacaine,HMGCR,0.4398,0.3363,0.799,0.2994,0.897,0.8509,0.8292,0.3448,0.1822,0.5979,0.4487,0.909,0.5518,0.2484,0.6801,0.8691,0.459,0.0014,0.3747,0.6355,0.4842,0.5011,0.0949,0.702,0.3348,0.0709,0.0856,0.7787,0.5159,0.2769,0.9647,0.454,0.4744,0.8696,0.508,0.313,0.2424,0.8933,0.234,0.6502,34.17,1
Atorvastatin,SCN4A,0.6973,0.1885,0.9764,0.1277,0.5695,0.5423,0.9224,0.8218,0.3922,0.3434,0.6863,0.3457,0.3633,0.041,0.8929,0.301,0.9167,0.0355,0.0968,0.7392,0.7913,0.7035,0.5724,0.1186,0.6953,0.2294,0.6502,0.2228,0.9431,0.7955,0.1996,0.494,0.4602,0.8882,0.4716,0.5452,0.5003,0.0248,0.1352,0.3801,411.17,1
Metformin,TNF,0.634,0.2556,0.8604,0.9176,0.5079,0.2747,0.1769,0.3357,0.4683,0.3164,0.2951,0.3492,0.139,0.7661,0.4552,0.2401,0.1481,0.5383,0.3902,0.7152,0.0378,0.7673,0.5933,0.8175,0.4199,0.4033,0.8068,0.2842,0.8789,0.2818,0.507,0.3287,0.1566,0.4358,0.1463,0.0284,0.1188,0.4698,0.8996,0.1164,808.8,0
Levobupivacaine,CYP2D6,0.1146,0.5332,0.5579,0.9565,0.5094,0.2075,0.7774,0.5923,0.745,0.0629,0.4478,0.294,0.0654,0.9762,0.4442,0.942,0.9589,0.5403,0.8928,0.4738,0.5423,0.858,0.0054,0.5357,0.7353,0.2761,0.9336,0.1506,0.8955,0.3188,0.0394,0.7428,0.7674,0.0046,0.3289,0.8073,0.9274,0.608,0.6157,0.278,313.36,1
Hydroxychloroquine,KCNH2,0.781,0.2802,0.3637,0.1386,0.9121,0.4891,0.4875,0.6809,0.4591,0.124,0.2368,0.2834,0.1226,0.2658,0.9741,0.4997,0.4947,0.5909,0.4635,0.106,0.9879,0.0044,0.7885,0.9599,0.5701,0.4753,0.065,0.8394,0.6179,0.7306,0.7976,0.064,0.1993,0.8812,0.1704,0.635,0.329,0.2939,0.4545,0.5282,203.93,1
Hydroxychloroquine,CYP2D6,0.7207,0.542,0.4825,0.2302,0.2437,0.5072,0.2577,0.7324,0.314,0.799,0.0013,0.1434,0.6556,0.4645,0.8395,0.4445,0.5847,0.5745,0.381,0.4388,0.6672,0.8639,0.8463,0.103,0.8981,0.9615,0.6432,0.8859,0.4592,0.3011,0.3171,0.9965,0.8826,0.1939,0.8445,0.8945,0.7167,0.769,0.5247,0.261,996.38,0
Ibuprofen,TNF,0.6558,0.7078,0.8418,0.5921,0.695,0.6519,0.7562,0.488,0.415,0.4568,0.894,0.6408,0.7482,0.4372,0.5394,0.2506,0.9117,0.3092,0.9969,0.7119,0.0692,0.8546,0.7639,0.0343,0.4414,0.1976,0.5172,0.2404,0.7771,0.3893,0.9265,0.2115,0.7508,0.7186,0.197,0.6325,0.935,0.2467,0.8538,0.4855,530.62,0
Atorvastatin,KCNH2,0.1551,0.7344,0.8534,0.1505,0.2426,0.8016,0.4733,0.1257,0.9669,0.7491,0.3622,0.2998,0.6725,0.5417,0.8932,0.5229,0.0719,0.1044,0.53,0.9121,0.5334,0.9941,0.9433,0.8721,0.1547,0.3941,0.6863,0.5124,0.8405,0.4445,0.809,0.6133,0.5474,0.7989,0.9713,0.8235,0.9666,0.6238,0.8409,0.5058,907.94,0
Levobupivacaine,TNF,0.268,0.1647,0.8459,0.1586,0.0922,0.9345,0.8999,0.9005,0.0468,0.8176,0.1465,0.4482,0.0076,0.3751,0.0855,0.4951,0.6417,0.9233,0.0313,0.4709,0.2399,0.5177,0.6605,0.8846,0.5217,0.2297,0.948,0.5125,0.1278,0.4363,0.9892,0.2596,0.9665,0.0122,0.2555,0.6353,0.9488,0.1748,0.2473,0.979,102.08,1
Ibuprofen,HMGCR,0.3932,0.7504,0.5972,0.3366,0.9537,0.7963,0.7107,0.2603,0.3338,0.7934,0.3853,0.4766,0.5303,0.1322,0.3873,0.3524,0.4474,0.793,0.1163,0.3333,0.8028,0.3103,0.0987,0.8706,0.054,0.9183,0.8296,0.954,0.6929,0.2434,0.9935,0.0841,0.4351,0.0558,0.0493,0.1693,0.6416,0.6231,0.2674,0.2672,689.85,0
Levobupivacaine,HMGCR,0.2799,0.6727,0.477,0.9492,0.1297,0.909,0.1391,0.339,0.198,0.9812,0.014,0.6699,0.0129,0.2483,0.3277,0.3375,0.1219,0.6079,0.31,0.6459,0.4077,0.3301,0.5625,0.3918,0.4263,0.946,0.6581,0.9872,0.4448,0.0489,0.855,0.0621,0.0964,0.2859,0.661,0.6772,0.7499,0.9826,0.4655,0.0469,370.12,1
Atorvastatin,HMGCR,0.2278,0.012,0.3113,0.9624,0.6862,0.4994,0.2508,0.7738,0.4005,0.2593,0.0804,0.8251,0.0646,0.797,0.8821,0.2705,0.4816,0.5255,0.8489,0.1404,0.8297,0,0.7139,0.4538,0.9182,0.6938,0.8646,0.0023,0.1938,0.1325,0.2953,0.0501,0.4864,0.1497,0.0193,0.5187,0.8881,0.461,0.6257,0.9293,304.24,1
Hydroxychloroquine,TNF,0.8054,0.0589,0.0034,0.8418,0.4246,0.0389,0.2645,0.7635,0.5858,0.0728,0.5574,0.969,0.0726,0.598,0.4699,0.7294,0.1302,0.4002,0.4749,0.4564,0.1225,0.5453,0.7251,0.9972,0.9103,0.8061,0.8991,0.1374,0.7162,0.9967,0.3568,0.1408,0.4181,0.5586,0.1283,0.9579,0.6213,0.6174,0.7902,0.0615,323.93,1
Metformin,TNF,0.6382,0.6462,0.7645,0.6957,0.8371,0.0518,0.3441,0.8964,0.1943,0.5227,0.2254,0.4393,0.1057,0.0689,0.4679,0.8819,0.4469,0.3054,0.0484,0.232,0.2544,0.7016,0.522,0.794,0.8038,0.2737,0.2828,0.8911,0.7546,0.0626,0.1089,0.8937,0.6725,0.3999,0.5856,0.9024,0.2749,0.6705,0.8727,0.6394,735.1,0
Hydroxychloroquine,TNF,0.5655,0.3837,0.277,0.7207,0.7732,0.2685,0.6665,0.0337,0.4265,0.9633,0.6552,0.8538,0.038,0.2164,0.1093,0.5982,0.0035,0.1561,0.2039,0.2361,0.7846,0.5521,0.3298,0.5675,0.1698,0.3269,0.0992,0.779,0.6372,0.68,0.3782,0.0691,0.0455,0.3033,0.3912,0.708,0.1883,0.7881,0.4209,0.3067,283.5,1
Ibuprofen,CYP2D6,0.226,0.1461,0.3297,0.4696,0.1438,0.614,0.8943,0.8745,0.8279,0.2022,0.4523,0.533,0.0636,0.4001,0.6056,0.5379,0.8761,0.5601,0.1323,0.437,0.2193,0.3642,0.7459,0.4731,0.0405,0.4382,0.3605,0.4796,0.8193,0.4845,0.5989,0.2715,0.9746,0.5667,0.7461,0.8758,0.1555,0.9598,0.3404,0.7957,584.7,0
Metformin,TNF,0.9181,0.0444,0.8435,0.5302,0.4678,0.3352,0.5937,0.7922,0.6421,0.5439,0.0715,0.9343,0.7243,0.6462,0.4704,0.7455,0.543,0.6924,0.7789,0.5178,0.4977,0.4622,0.25,0.6213,0.2002,0.2966,0.0143,0.2211,0.3024,0.0796,0.088,0.4447,0.7171,0.8,0.749,0.3252,0.2577,0.5388,0.177,0.0277,206.43,1
Ibuprofen,HMGCR,0.1912,0.1594,0.0523,0.6345,0.0275,0.1661,0.7518,0.5251,0.6792,0.4096,0.5294,0.7602,0.4911,0.785,0.1542,0.5773,0.9556,0.6312,0.2498,0.866,0.7613,0.601,0.3844,0.6,0.8088,0.244,0.3828,0.3773,0.0481,0.662,0.2143,0.5109,0.9664,0.9963,0.6865,0.2798,0.8213,0.5468,0.8317,0.2057,454.12,1
Atorvastatin,SCN4A,0.795,0.9575,0.9276,0.7313,0.4295,0.8505,0.3167,0.1595,0.9404,0.6237,0.6335,0.6858,0.9551,0.5841,0.8178,0.3091,0.4148,0.0005,0.423,0.4749,0.1372,0.0567,0.1241,0.8421,0.9817,0.1595,0.2916,0.6631,0.1464,0.6007,0.7121,0.7534,0.636,0.2287,0.1796,0.5427,0.4778,0.7796,0.4203,0.1797,483.22,1
Metformin,TNF,0.9667,0.7276,0.0014,0.0968,0.7002,0.985,0.5225,0.545,0.409,0.4362,0.5576,0.4177,0.5605,0.8994,0.6017,0.4345,0.927,0.0514,0.5637,0.8215,0.1601,0.4648,0.8388,0.1872,0.7385,0.832,0.6058,0.4189,0.2101,0.0571,0.2016,0.0939,0.8438,0.4036,0.7586,0.6661,0.3534,0.675,0.0668,0.5661,869.41,0
Ibuprofen,SCN4A,0.7271,0.5277,0.9392,0.2249,0.2322,0.0166,0.5041,0.1939,0.998,0.9885,0.255,0.3036,0.9696,0.805,0.9394,0.4075,0.5421,0.7764,0.8352,0.9287,0.4638,0.4224,0.8804,0.3542,0.8802,0.6409,0.5561,0.1126,0.7357,0.4122,0.0206,0.3097,0.8057,0.7961,0.3829,0.0589,0.4286,0.812,0.7915,0.5805,953.8,0
Atorvastatin,HMGCR,0.9929,0.9415,0.4548,0.9629,0.81,0.0894,0.7011,0.965,0.382,0.7793,0.0279,0.8069,0.3003,0.4765,0.5061,0.4169,0.0093,0.5579,0.3832,0.8127,0.5576,0.3525,0.0194,0.3292,0.5435,0.0749,0.3592,0.8842,0.3193,0.618,0.1813,0.5401,0.8215,0.0012,0.1769,0.577,0.2919,0.0229,0.7558,0.5894,213.01,1
Hydroxychloroquine,TNF,0.6511,0.6191,0.1021,0.3351,0.0532,0.4993,0.518,0.7088,0.1827,0.773,0.4188,0.5807,0.4313,0.7291,0.6288,0.6032,0.5563,0.678,0.0588,0.672,0.1971,0.7786,0.696,0.9838,0.8929,0.3515,0.1246,0.2533,0.0147,0.6803,0.0712,0.5383,0.829,0.3121,0.932,0.9776,0.374,0.9827,0.5649,0.0852,461.41,1
Atorvastatin,CYP2D6,0.2175,0.7256,0.6742,0.2685,0.0346,0.3377,0.3343,0.5962,0.8075,0.3669,0.6594,0.0782,0.6373,0.1617,0.3505,0.532,0.3793,0.6693,0.0652,0.6638,0.7766,0.6092,0.8971,0.8313,0.3394,0.6298,0.962,0.3255,0.3185,0.8401,0.9803,0.1923,0.5703,0.359,0.1112,0.1443,0.1899,0.3898,0.4615,0.0436,410.45,1
Levobupivacaine,CYP2D6,0.2038,0.2827,0.8959,0.4219,0.0275,0.7822,0.2439,0.8134,0.51,0.7652,0.0699,0.4351,0.6208,0.3478,0.5286,0.0424,0.9174,0.7724,0.1394,0.9285,0.6279,0.9662,0.2909,0.8158,0.1301,0.251,0.9683,0.8433,0.8492,0.5701,0.3204,0.2362,0.3703,0.1408,0.0362,0.4984,0.8777,0.8497,0.1662,0.0839,22.05,1
Atorvastatin,SCN4A,0.3246,0.589,0.4381,0.2909,0.28,0.6543,0.2547,0.5324,0.3449,0.5218,0.9171,0.1451,0.003,0.0213,0.3445,0.093,0.8822,0.2343,0.828,0.7481,0.655,0.2786,0.5582,0.373,0.6746,0.9144,0.1634,0.8042,0.7108,0.5628,0.1452,0.9859,0.6725,0.4632,0.362,0.1975,0.9921,0.5758,0.9252,0.4324,47.89,1
Atorvastatin,CYP2D6,0.0071,0.1435,0.6914,0.0912,0.4671,0.0685,0.9809,0.0603,0.2463,0.8573,0.3423,0.0276,0.5019,0.742,0.0999,0.0031,0.6435,0.3731,0.4248,0.1781,0.4926,0.3472,0.799,0.519,0.1505,0.9958,0.3583,0.025,0.1046,0.3887,0.1333,0.0053,0.0295,0.4056,0.2196,0.0534,0.2011,0.1185,0.173,0.1933,628.14,0
Levobupivacaine,CYP2D6,0.6817,0.4045,0.9794,0.208,0.1074,0.5449,0.3575,0.259,0.8215,0.7822,0.3459,0.9922,0.442,0.9314,0.0799,0.8945,0.4093,0.8728,0.7001,0.6512,0.8405,0.4821,0.4473,0.8234,0.9076,0.9441,0.4561,0.1839,0.6827,0.043,0.7432,0.7336,0.3705,0.8871,0.5653,0.0786,0.5301,0.2147,0.1646,0.6015,52.89,1
Ibuprofen,CYP2D6,0.2687,0.0332,0.2407,0.6402,0.9967,0.3365,0.8066,0.9817,0.564,0.6701,0.3333,0.5424,0.2125,0.3776,0.3404,0.392,0.904,0.4168,0.7537,0.3909,0.1233,0.0776,0.2015,0.6449,0.3641,0.3307,0.5542,0.5221,0.769,0.5699,0.2973,0.5823,0.5815,0.7595,0.8713,0.5705,0.1957,0.6549,0.3911,0.8961,929.42,0
Ibuprofen,HMGCR,0.8152,0.2166,0.8204,0.2232,0.9996,0.9651,0.0714,0.8508,0.6244,0.2412,0.8998,0.8124,0.7329,0.3088,0.0923,0.4689,0.1518,0.5294,0.8209,0.0938,0.448,0.3049,0.025,0.9583,0.184,0.4007,0.3503,0.6232,0.3393,0.9302,0.7926,0.3925,0.0541,0.6782,0.35,0.189,0.5916,0.9789,0.4554,0.8583,897.54,0
Atorvastatin,CYP2D6,0.3592,0.0749,0.2952,0.6477,0.5198,0.4753,0.0897,0.9274,0.4623,0.5737,0.945,0.4503,0.7847,0.2653,0.1928,0.0198,0.0663,0.9237,0.4301,0.7769,0.201,0.0978,0.142,0.0788,0.6929,0.5892,0.8734,0.4298,0.7793,0.8436,0.7652,0.3158,0.7112,0.096,0.8286,0.144,0.9548,0.9095,0.7861,0.6879,631.79,0
Levobupivacaine,KCNH2,0.48,0.3878,0.4263,0.1001,0.568,0.9277,0.6862,0.0978,0.2145,0.8931,0.8909,0.6352,0.6112,0,0.168,0.4065,0.5703,0.5187,0.166,0.5249,0.8289,0.1348,0.1086,0.2759,0.3531,0.6942,0.4211,0.3577,0.056,0.4415,0.5471,0.1279,0.9816,0.4016,0.4326,0.1094,0.4202,0.4312,0.68,0.8266,212.64,1
Levobupivacaine,TNF,0.9657,0.843,0.2818,0.0419,0.9268,0.0302,0.4572,0.248,0.3376,0.624,0.7886,0.9904,0.4106,0.3071,0.7404,0.676,0.5125,0.4896,0.8404,0.2648,0.8611,0.6606,0.5017,0.0017,0.031,0.4647,0.1405,0.4661,0.8371,0.2592,0.6725,0.4392,0.7889,0.1071,0.5854,0.4063,0.3309,0.5109,0.3799,0.7265,72.35,1
Hydroxychloroquine,CYP2D6,0.2422,0.3779,0.446,0.8616,0.7698,0.1033,0.8805,0.0632,0.1287,0.8318,0.2604,0.6546,0.3453,0.0167,0.4576,0.2555,0.9034,0.1592,0.525,0.1347,0.1398,0.726,0.3456,0.1494,0.084,0.6527,0.4294,0.2083,0.4131,0.0855,0.7351,0.7069,0.9165,0.3482,0.239,0.233,0.0864,0.3583,0.2416,0.986,340.84,1
Ibuprofen,CYP2D6,0.7213,0.8316,0.0051,0.76,0.1679,0.3863,0.8622,0.8222,0.3412,0.5336,0.7406,0.1627,0.1448,0.5611,0.059,0.6435,0.2238,0.4394,0.4655,0.1269,0.3515,0.0645,0.1925,0.2439,0.3379,0.0801,0.9299,0.7683,0.8197,0.2517,0.1707,0.2286,0.2435,0.2716,0.8238,0.7244,0.9018,0.0197,0.5946,0.148,321.62,1
Metformin,CYP2D6,0.7551,0.6565,0.3034,0.666,0.7925,0.887,0.7557,0.1739,0.9127,0.8429,0.2917,0.7866,0.6372,0.6844,0.2238,0.0802,0.0789,0.8614,0.717,0.9926,0.3497,0.1548,0.4884,0.7541,0.9917,0.5717,0.2415,0.6334,0.2005,0.1073,0.9764,0.9442,0.8257,0.5676,0.7104,0.3708,0.4731,0.2937,0.3178,0.4188,754.9,0
Ibuprofen,KCNH2,0.221,0.5095,0.4453,0.0309,0.2309,0.5446,0.8153,0.4101,0.5749,0.5836,0.3766,0.9293,0.7695,0.3583,0.0665,0.5354,0.6825,0.1708,0.8244,0.7895,0.3185,0.6506,0.3798,0.4923,0.5812,0.2238,0.692,0.7617,0.421,0.1629,0.0119,0.6478,0.474,0.9859,0.64,0.1967,0.4037,0.5268,0.1276,0.5801,132.05,1
Ibuprofen,CYP2D6,0.501,0.2369,0.6322,0.2394,0.4302,0.8241,0.8705,0.2695,0.0462,0.8512,0.1437,0.3223,0.1281,0.4029,0.217,0.9746,0.0865,0.311,0.7336,0.7494,0.5346,0.8847,0.1259,0.5992,0.1932,0.9444,0.8733,0.6064,0.2281,0.2161,0.3587,0.2648,0.6219,0.9449,0.7951,0.7566,0.4489,0.7513,0.328,0.1737,893.88,0
Hydroxychloroquine,CYP2D6,0.3502,0.9222,0.6374,0.8123,0.5325,0.2835,0.7836,0.9304,0.7642,0.4728,0.5276,0.2236,0.3779,0.317,0.6635,0.9531,0.4266,0.901,0.1487,0.2718,0.5019,0.1083,0.8039,0.02,0.9108,0.8773,0.2758,0.0145,0.6692,0.6731,0.9176,0.7238,0.1874,0.2142,0.551,0.4762,0.3237,0.5769,0.9243,0.4536,355.56,1
Metformin,TNF,0.7719,0.0542,0.5838,0.1447,0.717,0.1115,0.5269,0.6084,0.7677,0.6665,0.8066,0.2648,0.4229,0.2665,0.795,0.8163,0.7494,0.9656,0.7166,0.5695,0.929,0.3185,0.5434,0.0461,0.8562,0.7979,0.2774,0.6798,0.7674,0.2285,0.0965,0.0878,0.8005,0.1021,0.3552,0.8983,0.0466,0.3752,0.6867,0.0493,289.76,1
Hydroxychloroquine,KCNH2,0.6225,0.6889,0.293,0.8129,0.1502,0.246,0.2647,0.7995,0.7595,0.0574,0.6783,0.167,0.7146,0.3239,0.833,0.4719,0.9017,0.4388,0.0527,0.8416,0.2764,0.7189,0.0777,0.4689,0.2192,0.9035,0.2274,0.2603,0.75,0.2325,0.3613,0.7766,0.8568,0.776,0.4023,0.2373,0.9178,0.1973,0.6732,0.5805,524.04,0
Metformin,KCNH2,0.476,0.6212,0.9474,0.5842,0.0762,0.6453,0.7874,0.6021,0.6165,0.4378,0.3785,0.2116,0.0911,0.562,0.1588,0.0183,0.6411,0.0113,0.8841,0.1228,0.9405,0.5994,0.964,0.2381,0.3377,0.5587,0.8508,0.5818,0.8305,0.1868,0.981,0.546,0.3826,0.2313,0.1449,0.2513,0.2235,0.2463,0.2071,0.4237,727.85,0
Atorvastatin,CYP2D6,0.7794,0.441,0.392,0.7404,0.8661,0.8714,0.3177,0.6126,0.0315,0.1394,0.6696,0.6885,0.2524,0.5616,0.6951,0.5782,0.0464,0.9207,0.9251,0.501,0.3276,0.4231,0.8347,0.3534,0.6975,0.097,0.8391,0.3553,0.8593,0.3258,0.0561,0.1908,0.4119,0.542,0.8751,0.4859,0.3587,0.1061,0.8397,0.9449,238.01,1
Metformin,KCNH2,0.2352,0.2403,0.2169,0.6445,0.8268,0.455,0.2448,0.3829,0.3826,0.2303,0.6338,0.3683,0.6466,0.7357,0.115,0.0933,0.3055,0.1592,0.5289,0.0507,0.4126,0.3887,0.1727,0.6758,0.9878,0.9773,0.2137,0.1733,0.0126,0.2144,0.2151,0.1716,0.6689,0.6147,0.8643,0.563,0.6821,0.4714,0.3176,0.1749,932.45,0
Hydroxychloroquine,SCN4A,0.7536,0.4307,0.5545,0.417,0.5233,0.1936,0.1717,0.239,0.3253,0.5413,0.5407,0.8862,0.9641,0.1335,0.9601,0.2107,0.0704,0.6186,0.2134,0.0258,0.38,0.2843,0.095,0.7728,0.1189,0.3569,0.424,0.7637,0.1475,0.0525,0.1065,0.719,0.4767,0.5176,0.8451,0.23,0.9135,0.6057,0.1682,0.0864,930.29,0
Ibuprofen,KCNH2,0.8654,0.8728,0.7489,0.292,0.6624,0.6376,0.6272,0.3484,0.0211,0.5407,0.2679,0.3586,0.7549,0.9589,0.407,0.5993,0.0063,0.5122,0.3377,0.0784,0.6828,0.6554,0.1327,0.6086,0.512,0.1955,0.0332,0.0909,0.5808,0.5189,0.8501,0.8058,0.5771,0.3613,0.5673,0.3895,0.3983,0.126,0.6878,0.9168,982.24,0
Metformin,KCNH2,0.8786,0.8368,0.0122,0.6727,0.7193,0.1969,0.2425,0.2949,0.0857,0.7994,0.0288,0.9183,0.7281,0.523,0.0353,0.3893,0.9974,0.0549,0.8873,0.7933,0.3376,0.1288,0.5011,0.8141,0.1613,0.2794,0.2958,0.2618,0.9325,0.0814,0.8118,0.5964,0.8156,0.0154,0.6442,0.081,0.6314,0.7061,0.2923,0.626,778.06,0
Metformin,KCNH2,0.7837,0.9414,0.2763,0.8069,0.4765,0.5703,0.3748,0.6912,0.4204,0.4751,0.0381,0.1332,0.2275,0.8466,0.1356,0.1214,0.1317,0.4683,0.9622,0.1808,0.5225,0.38,0.2739,0.7149,0.5687,0.6568,0.2044,0.8217,0.3398,0.4376,0.3663,0.6857,0.3916,0.4687,0.9532,0.4918,0.7385,0.2973,0.7479,0.8742,77.2,1
Levobupivacaine,HMGCR,0.408,0.3078,0.825,0.0447,0.2572,0.1023,0.7091,0.4226,0.8808,0.9443,0.9517,0.0338,0.327,0.0616,0.8368,0.207,0.6557,0.3838,0.0576,0.109,0.0775,0.9789,0.0538,0.3354,0.4567,0.9872,0.4738,0.5312,0.3074,0.172,0.4992,0.3542,0.5755,0.71,0.9182,0.1153,0.3067,0.5751,0.1591,0.3946,273.01,1
Ibuprofen,HMGCR,0.9818,0.3871,0.507,0.3799,0.4814,0.8111,0.7938,0.5502,0.9617,0.335,0.8676,0.783,0.2851,0.361,0.3412,0.3195,0.276,0.7329,0.0137,0.3228,0.749,0.0508,0.1817,0.9169,0.8982,0.6147,0.7006,0.9917,0.1826,0.3266,0.2607,0.5272,0.5321,0.3882,0.8426,0.4308,0.1936,0.5958,0.2571,0.4056,413.32,1
Atorvastatin,HMGCR,0.3796,0.0187,0.4085,0.3507,0.9508,0.8052,0.3148,0.7709,0.7434,0.459,0.2371,0.7677,0.7463,0.7285,0.0213,0.8624,0.7042,0.8841,0.5493,0.0705,0.3994,0.2673,0.1795,0.6579,0.8088,0.6421,0.8364,0.474,0.3714,0.3915,0.7081,0.4809,0.7183,0.0389,0.5489,0.5998,0.3614,0.3142,0.6829,0.4655,375.78,1
Hydroxychloroquine,KCNH2,0.6386,0.9429,0.9309,0.5595,0.8378,0.5413,0.8428,0.2666,0.2256,0.7704,0.1944,0.6981,0.0282,0.0971,0.6265,0.9322,0.1861,0.128,0.201,0.6253,0.692,0.9962,0.0913,0.2377,0.2209,0.4667,0.788,0.9205,0.1065,0.6938,0.1037,0.1674,0.7687,0.9719,0.2402,0.5515,0.9703,0.1325,0.2605,0.9036,482.59,1
Atorvastatin,SCN4A,0.1611,0.3294,0.0895,0.1139,0.4655,0.0382,0.058,0.4236,0.9217,0.6571,0.3032,0.4214,0.4176,0.1681,0.9707,0.9928,0.2801,0.2845,0.7954,0.2946,0.7601,0.7117,0.2449,0.9704,0.0987,0.0991,0.5813,0.5959,0.6616,0.6204,0.1263,0.7251,0.0115,0.4709,0.4354,0.1205,0.8068,0.4232,0.3365,0.2608,732.54,0
Ibuprofen,KCNH2,0.9804,0.4042,0.6156,0.9334,0.2256,0.2802,0.9859,0.5195,0.978,0.1668,0.5723,0.1997,0.7725,0.5748,0.0328,0.8562,0.9049,0.3764,0.9828,0.3198,0.6568,0.4308,0.631,0.1197,0.6262,0.4336,0.8758,0.2052,0.3894,0.4674,0.6117,0.9038,0.9899,0.5775,0.5119,0.4671,0.3836,0.615,0.25,0.824,939.1,0
Metformin,CYP2D6,0.704,0.9078,0.3422,0.5485,0.8896,0.1383,0.4169,0.0538,0.4302,0.519,0.0173,0.2303,0.1441,0.4886,0.7047,0.9659,0.803,0.3979,0.0878,0.7867,0.806,0.4769,0.0448,0.786,0.2009,0.4959,0.897,0.7356,0.5369,0.7477,0.8486,0.2253,0.7435,0.9204,0.0964,0.9708,0.0103,0.7997,0.2822,0.9789,694,0
Metformin,SCN4A,0.7534,0.5266,0.0708,0.9238,0.6382,0.5235,0.3249,0.1522,0.5219,0.0758,0.8922,0.8011,0.9429,0.3962,0.5966,0.5204,0.6585,0.4621,0.041,0.0936,0.9095,0.475,0.1379,0.8876,0.7238,0.5288,0.5601,0.7239,0.5761,0.5377,0.6709,0.4053,0.106,0.2439,0.5039,0.473,0.7385,0.4627,0.0002,0.8535,422.06,1
Ibuprofen,HMGCR,0.0658,0.5662,0.2137,0.8169,0.4047,0.1017,0.9237,0.0635,0.346,0.1493,0.7746,0.9411,0.9089,0.165,0.0065,0.5104,0.464,0.2247,0.4218,0.0866,0.3303,0.5406,0.4685,0.3601,0.2467,0.5155,0.5614,0.4147,0.2151,0.1524,0.401,0.9407,0.6802,0.1005,0.694,0.3203,0.5927,0.7913,0.5066,0.0144,456.83,1
Metformin,TNF,0.7634,0.1762,0.6279,0.1916,0.1117,0.8697,0.1324,0.7523,0.852,0.1046,0.5284,0.9513,0.9707,0.0115,0.546,0.3924,0.637,0.4328,0.3245,0.5276,0.3667,0.7034,0.4971,0.6988,0.4795,0.4971,0.4555,0.6356,0.1499,0.6446,0.6337,0.9312,0.3074,0.3102,0.0294,0.6689,0.9774,0.036,0.6846,0.8345,882.57,0
Metformin,SCN4A,0.7747,0.4987,0.0283,0.1323,0.7518,0.8502,0.3578,0.2999,0.2977,0.095,0.8656,0.3745,0.5439,0.006,0.1601,0.3011,0.5808,0.3819,0.3858,0.6003,0.5036,0.0102,0.7409,0.7571,0.8968,0.8146,0.8393,0.0571,0.8508,0.2111,0.0115,0.4709,0.0397,0.9874,0.5814,0.3588,0.2248,0.1872,0.4849,0.076,798.88,0
Metformin,HMGCR,0.6718,0.9182,0.5922,0.8613,0.317,0.1561,0.3589,0.4226,0.1087,0.1464,0.5485,0.6521,0.1456,0.6099,0.8011,0.6556,0.189,0.1532,0.326,0.2322,0.7461,0.3941,0.8304,0.1083,0.1533,0.5432,0.3926,0.5096,0.5581,0.729,0.895,0.7412,0.3808,0.7482,0.2509,0.7605,0.3871,0.8283,0.3811,0.267,189.92,1
